S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
128.7,129,67,48.4,112.3,18.7,65.5,37.9,18.7,29.2,39.6,11.2,39.7,60.8,11.9,24.8,18.2,5.1,48.15,3641.976889
125.8,132,66,45.6,118.2,16.8,64,40.6,17.8,28.8,37.4,10.8,40.46666667,60.2,13.6,24.2,20.8,3.4,48.13703704,3663.317926
122.9,135,65,42.8,124.1,14.9,62.5,43.3,16.9,28.4,35.2,10.4,41.23333333,59.6,15.3,23.6,23.4,1.7,48.12407407,3684.658963
120,138,64,40,130,13,61,46,16,28,33,10,42,59,17,23,26,0,48.11111111,3706
116.1,130.9,60.7,41.7,129.8,14.6,59.43333333,47.6,15.03333333,28.03333333,39,9.6,41.7,56.8,17.6,20.7,24.5,0,47.43333333,3546.379556
112.2,123.8,57.4,43.4,129.6,16.2,57.86666667,49.2,14.06666667,28.06666667,45,9.2,41.4,54.6,18.2,18.4,23,0,46.75555556,3386.759111
108.3,116.7,54.1,45.1,129.4,17.8,56.3,50.8,13.1,28.1,51,8.8,41.1,52.4,18.8,16.1,21.5,0,46.07777778,3227.138667
104.4,109.6,50.8,46.8,129.2,19.4,54.73333333,52.4,12.13333333,28.13333333,57,8.4,40.8,50.2,19.4,13.8,20,0,45.4,3067.518222
100.5,102.5,47.5,48.5,129,21,53.16666667,54,11.16666667,28.16666667,63,8,40.5,48,20,11.5,18.5,0,44.72222222,2907.897778
96.6,95.4,44.2,50.2,128.8,22.6,51.6,55.6,10.2,28.2,69,7.6,40.2,45.8,20.6,9.2,17,0,44.04444444,2748.277333
92.7,88.3,40.9,51.9,128.6,24.2,50.03333333,57.2,9.233333333,28.23333333,75,7.2,39.9,43.6,21.2,6.9,15.5,0,43.36666667,2588.656889
88.8,81.2,37.6,53.6,128.4,25.8,48.46666667,58.8,8.266666667,28.26666667,81,6.8,39.6,41.4,21.8,4.6,14,0,42.68888889,2429.036444
84.9,74.1,34.3,55.3,128.2,27.4,46.9,60.4,7.3,28.3,87,6.4,39.3,39.2,22.4,2.3,12.5,0,42.01111111,2269.416
81,67,31,57,128,29,45.33333333,62,6.333333333,28.33333333,93,6,39,37,23,0,11,0,41.33333333,2109.795556
78,61.6,33.8,56.1,123.6,29.3,43.8,64.7,7.6,30.4,92.6,9.133333333,38.4,36.6,21.6,0.6,9.9,0,40.98518519,2069.204741
75,56.2,36.6,55.2,119.2,29.6,42.26666667,67.4,8.866666667,32.46666667,92.2,12.26666667,37.8,36.2,20.2,1.2,8.8,0,40.63703704,2028.613926
72,50.8,39.4,54.3,114.8,29.9,40.73333333,70.1,10.13333333,34.53333333,91.8,15.4,37.2,35.8,18.8,1.8,7.7,0,40.28888889,1988.023111
69,45.4,42.2,53.4,110.4,30.2,39.2,72.8,11.4,36.6,91.4,18.53333333,36.6,35.4,17.4,2.4,6.6,0,39.94074074,1947.432296
66,40,45,52.5,106,30.5,37.66666667,75.5,12.66666667,38.66666667,91,21.66666667,36,35,16,3,5.5,0,39.59259259,1906.841481
63,34.6,47.8,51.6,101.6,30.8,36.13333333,78.2,13.93333333,40.73333333,90.6,24.8,35.4,34.6,14.6,3.6,4.4,0,39.24444444,1866.250667
60,29.2,50.6,50.7,97.2,31.1,34.6,80.9,15.2,42.8,90.2,27.93333333,34.8,34.2,13.2,4.2,3.3,0,38.8962963,1825.659852
57,23.8,53.4,49.8,92.8,31.4,33.06666667,83.6,16.46666667,44.86666667,89.8,31.06666667,34.2,33.8,11.8,4.8,2.2,0,38.54814815,1785.069037
54,18.4,56.2,48.9,88.4,31.7,31.53333333,86.3,17.73333333,46.93333333,89.4,34.2,33.6,33.4,10.4,5.4,1.1,0,38.2,1744.478222
51,13,59,48,84,32,30,89,19,49,89,37.33333333,33,33,9,6,0,0,37.85185185,1703.887407
48.7,15.9,57.1,45.3,77.8,32.7,32.83333333,88.43333333,20.73333333,48.9,85.6,40.5,32.7,34.9,8.1,6,0,0,37.56666667,1640.572148
46.4,18.8,55.2,42.6,71.6,33.4,35.66666667,87.86666667,22.46666667,48.8,82.2,43.66666667,32.4,36.8,7.2,6,0,0,37.28148148,1577.256889
44.1,21.7,53.3,39.9,65.4,34.1,38.5,87.3,24.2,48.7,78.8,46.83333333,32.1,38.7,6.3,6,0,0,36.9962963,1513.94163
41.8,24.6,51.4,37.2,59.2,34.8,41.33333333,86.73333333,25.93333333,48.6,75.4,50,31.8,40.6,5.4,6,0,0,36.71111111,1450.62637
39.5,27.5,49.5,34.5,53,35.5,44.16666667,86.16666667,27.66666667,48.5,72,53.16666667,31.5,42.5,4.5,6,0,0,36.42592593,1387.311111
37.2,30.4,47.6,31.8,46.8,36.2,47,85.6,29.4,48.4,68.6,56.33333333,31.2,44.4,3.6,6,0,0,36.14074074,1323.995852
34.9,33.3,45.7,29.1,40.6,36.9,49.83333333,85.03333333,31.13333333,48.3,65.2,59.5,30.9,46.3,2.7,6,0,0,35.85555556,1260.680593
32.6,36.2,43.8,26.4,34.4,37.6,52.66666667,84.46666667,32.86666667,48.2,61.8,62.66666667,30.6,48.2,1.8,6,0,0,35.57037037,1197.365333
30.3,39.1,41.9,23.7,28.2,38.3,55.5,83.9,34.6,48.1,58.4,65.83333333,30.3,50.1,0.9,6,0,0,35.28518519,1134.050074
28,42,40,21,22,39,58.33333333,83.33333333,36.33333333,48,55,69,30,52,0,6,0,0,35,1070.734815
30.7,47.8,36.9,20.6,22,41,57.3,84.2,35.63333333,48.4,51,70.23333333,29.7,53.6,1.3,6.9,0,0,35.4037037,1190.336593
33.4,53.6,33.8,20.2,22,43,56.26666667,85.06666667,34.93333333,48.8,47,71.46666667,29.4,55.2,2.6,7.8,0,0,35.80740741,1309.93837
36.1,59.4,30.7,19.8,22,45,55.23333333,85.93333333,34.23333333,49.2,43,72.7,29.1,56.8,3.9,8.7,0,0,36.21111111,1429.540148
38.8,65.2,27.6,19.4,22,47,54.2,86.8,33.53333333,49.6,39,73.93333333,28.8,58.4,5.2,9.6,0,0,36.61481481,1549.141926
41.5,71,24.5,19,22,49,53.16666667,87.66666667,32.83333333,50,35,75.16666667,28.5,60,6.5,10.5,0,0,37.01851852,1668.743704
44.2,76.8,21.4,18.6,22,51,52.13333333,88.53333333,32.13333333,50.4,31,76.4,28.2,61.6,7.8,11.4,0,0,37.42222222,1788.345481
46.9,82.6,18.3,18.2,22,53,51.1,89.4,31.43333333,50.8,27,77.63333333,27.9,63.2,9.1,12.3,0,0,37.82592593,1907.947259
49.6,88.4,15.2,17.8,22,55,50.06666667,90.26666667,30.73333333,51.2,23,78.86666667,27.6,64.8,10.4,13.2,0,0,38.22962963,2027.549037
52.3,94.2,12.1,17.4,22,57,49.03333333,91.13333333,30.03333333,51.6,19,80.1,27.3,66.4,11.7,14.1,0,0,38.63333333,2147.150815
55,100,9,17,22,59,48,92,29.33333333,52,15,81.33333333,27,68,13,15,0,0,39.03703704,2266.752593
57.3,97.9,10.2,16.2,25,62,46.5,90.4,28.8,50.9,15.5,82.6,26.7,67.1,13.6,15,0.6,0.3,39.25555556,2343.157333
59.6,95.8,11.4,15.4,28,65,45,88.8,28.26666667,49.8,16,83.86666667,26.4,66.2,14.2,15,1.2,0.6,39.47407407,2419.562074
61.9,93.7,12.6,14.6,31,68,43.5,87.2,27.73333333,48.7,16.5,85.13333333,26.1,65.3,14.8,15,1.8,0.9,39.69259259,2495.966815
64.2,91.6,13.8,13.8,34,71,42,85.6,27.2,47.6,17,86.4,25.8,64.4,15.4,15,2.4,1.2,39.91111111,2572.371556
66.5,89.5,15,13,37,74,40.5,84,26.66666667,46.5,17.5,87.66666667,25.5,63.5,16,15,3,1.5,40.12962963,2648.776296
68.8,87.4,16.2,12.2,40,77,39,82.4,26.13333333,45.4,18,88.93333333,25.2,62.6,16.6,15,3.6,1.8,40.34814815,2725.181037
71.1,85.3,17.4,11.4,43,80,37.5,80.8,25.6,44.3,18.5,90.2,24.9,61.7,17.2,15,4.2,2.1,40.56666667,2801.585778
73.4,83.2,18.6,10.6,46,83,36,79.2,25.06666667,43.2,19,91.46666667,24.6,60.8,17.8,15,4.8,2.4,40.78518519,2877.990519
75.7,81.1,19.8,9.8,49,86,34.5,77.6,24.53333333,42.1,19.5,92.73333333,24.3,59.9,18.4,15,5.4,2.7,41.0037037,2954.395259
78,79,21,9,52,89,33,76,24,41,20,94,24,59,19,15,6,3,41.22222222,3030.8
75.9,78.9,21.8,15.7,51.7,87,33.3,78.5,25.5,39.1,19.4,90.13333333,23.7,54.4,17.4,16.7,6,3,41.00740741,2904.208296
73.8,78.8,22.6,22.4,51.4,85,33.6,81,27,37.2,18.8,86.26666667,23.4,49.8,15.8,18.4,6,3,40.79259259,2777.616593
71.7,78.7,23.4,29.1,51.1,83,33.9,83.5,28.5,35.3,18.2,82.4,23.1,45.2,14.2,20.1,6,3,40.57777778,2651.024889
69.6,78.6,24.2,35.8,50.8,81,34.2,86,30,33.4,17.6,78.53333333,22.8,40.6,12.6,21.8,6,3,40.36296296,2524.433185
67.5,78.5,25,42.5,50.5,79,34.5,88.5,31.5,31.5,17,74.66666667,22.5,36,11,23.5,6,3,40.14814815,2397.841481
65.4,78.4,25.8,49.2,50.2,77,34.8,91,33,29.6,16.4,70.8,22.2,31.4,9.4,25.2,6,3,39.93333333,2271.249778
63.3,78.3,26.6,55.9,49.9,75,35.1,93.5,34.5,27.7,15.8,66.93333333,21.9,26.8,7.8,26.9,6,3,39.71851852,2144.658074
61.2,78.2,27.4,62.6,49.6,73,35.4,96,36,25.8,15.2,63.06666667,21.6,22.2,6.2,28.6,6,3,39.5037037,2018.06637
59.1,78.1,28.2,69.3,49.3,71,35.7,98.5,37.5,23.9,14.6,59.2,21.3,17.6,4.6,30.3,6,3,39.28888889,1891.474667
57,78,29,76,49,69,36,101,39,22,14,55.33333333,21,13,3,32,6,3,39.07407407,1764.882963
54.5,77.8,30.2,72.8,46,64.4,36.13333333,97.5,38.1,24.2,13.43333333,51.5,20.7,12.6,10.4,32,5.4,2.7,38.3537037,1739.362963
52,77.6,31.4,69.6,43,59.8,36.26666667,94,37.2,26.4,12.86666667,47.66666667,20.4,12.2,17.8,32,4.8,2.4,37.63333333,1713.842963
49.5,77.4,32.6,66.4,40,55.2,36.4,90.5,36.3,28.6,12.3,43.83333333,20.1,11.8,25.2,32,4.2,2.1,36.91296296,1688.322963
47,77.2,33.8,63.2,37,50.6,36.53333333,87,35.4,30.8,11.73333333,40,19.8,11.4,32.6,32,3.6,1.8,36.19259259,1662.802963
44.5,77,35,60,34,46,36.66666667,83.5,34.5,33,11.16666667,36.16666667,19.5,11,40,32,3,1.5,35.47222222,1637.282963
42,76.8,36.2,56.8,31,41.4,36.8,80,33.6,35.2,10.6,32.33333333,19.2,10.6,47.4,32,2.4,1.2,34.75185185,1611.762963
39.5,76.6,37.4,53.6,28,36.8,36.93333333,76.5,32.7,37.4,10.03333333,28.5,18.9,10.2,54.8,32,1.8,0.9,34.03148148,1586.242963
37,76.4,38.6,50.4,25,32.2,37.06666667,73,31.8,39.6,9.466666667,24.66666667,18.6,9.8,62.2,32,1.2,0.6,33.31111111,1560.722963
34.5,76.2,39.8,47.2,22,27.6,37.2,69.5,30.9,41.8,8.9,20.83333333,18.3,9.4,69.6,32,0.6,0.3,32.59074074,1535.202963
32,76,41,44,19,23,37.33333333,66,30,44,8.333333333,17,18,9,77,32,0,0,31.87037037,1509.682963
32.1,73,40.2,39.9,19.6,21.6,36.43333333,66.43333333,30.3,42.96666667,7.8,16.3,17.1,10,76.7,30.6,0,0,31.16851852,1487.919111
32.2,70,39.4,35.8,20.2,20.2,35.53333333,66.86666667,30.6,41.93333333,7.266666667,15.6,16.2,11,76.4,29.2,0,0,30.46666667,1466.155259
32.3,67,38.6,31.7,20.8,18.8,34.63333333,67.3,30.9,40.9,6.733333333,14.9,15.3,12,76.1,27.8,0,0,29.76481481,1444.391407
32.4,64,37.8,27.6,21.4,17.4,33.73333333,67.73333333,31.2,39.86666667,6.2,14.2,14.4,13,75.8,26.4,0,0,29.06296296,1422.627556
32.5,61,37,23.5,22,16,32.83333333,68.16666667,31.5,38.83333333,5.666666667,13.5,13.5,14,75.5,25,0,0,28.36111111,1400.863704
32.6,58,36.2,19.4,22.6,14.6,31.93333333,68.6,31.8,37.8,5.133333333,12.8,12.6,15,75.2,23.6,0,0,27.65925926,1379.099852
32.7,55,35.4,15.3,23.2,13.2,31.03333333,69.03333333,32.1,36.76666667,4.6,12.1,11.7,16,74.9,22.2,0,0,26.95740741,1357.336
32.8,52,34.6,11.2,23.8,11.8,30.13333333,69.46666667,32.4,35.73333333,4.066666667,11.4,10.8,17,74.6,20.8,0,0,26.25555556,1335.572148
32.9,49,33.8,7.1,24.4,10.4,29.23333333,69.9,32.7,34.7,3.533333333,10.7,9.9,18,74.3,19.4,0,0,25.5537037,1313.808296
33,46,33,3,25,9,28.33333333,70.33333333,33,33.66666667,3,10,9,19,74,18,0,0,24.85185185,1292.044444
