S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
439.5,285,279,184.5,133.5,133.5,334.5,297,181.5,218,135,128,195,291,54,60,0,0,186.0555556,12940.37778,217.5714286,247.8,240,28.5
441.75,287.4,276,183.75,135,137.4,333.3,300.75,181.5,237.6,130.25,128.85,193.95,295.05,52.95,61.05,0,0.45,187.6111111,13454.70444,220.25,248.17,240.675,28.6125
444,289.8,273,183,136.5,141.3,332.1,304.5,181.5,257.2,125.5,129.7,192.9,299.1,51.9,62.1,0,0.9,189.1666667,13969.03111,222.9285714,248.54,241.35,28.725
446.25,292.2,270,182.25,138,145.2,330.9,308.25,181.5,276.8,120.75,130.55,191.85,303.15,50.85,63.15,0,1.35,190.7222222,14483.35778,225.6071429,248.91,242.025,28.8375
448.5,294.6,267,181.5,139.5,149.1,329.7,312,181.5,296.4,116,131.4,190.8,307.2,49.8,64.2,0,1.8,192.2777778,14997.68444,228.2857143,249.28,242.7,28.95
450.75,297,264,180.75,141,153,328.5,315.75,181.5,316,111.25,132.25,189.75,311.25,48.75,65.25,0,2.25,193.8333333,15512.01111,230.9642857,249.65,243.375,29.0625
453,299.4,261,180,142.5,156.9,327.3,319.5,181.5,335.6,106.5,133.1,188.7,315.3,47.7,66.3,0,2.7,195.3888889,16026.33778,233.6428571,250.02,244.05,29.175
455.25,301.8,258,179.25,144,160.8,326.1,323.25,181.5,355.2,101.75,133.95,187.65,319.35,46.65,67.35,0,3.15,196.9444444,16540.66444,236.3214286,250.39,244.725,29.2875
457.5,304.2,255,178.5,145.5,164.7,324.9,327,181.5,374.8,97,134.8,186.6,323.4,45.6,68.4,0,3.6,198.5,17054.99111,239,250.76,245.4,29.4
459.75,306.6,252,177.75,147,168.6,323.7,330.75,181.5,394.4,92.25,135.65,185.55,327.45,44.55,69.45,0,4.05,200.0555556,17569.31778,241.6785714,251.13,246.075,29.5125
462,309,249,177,148.5,172.5,322.5,334.5,181.5,414,87.5,136.5,184.5,331.5,43.5,70.5,0,4.5,201.6111111,18083.64444,244.3571429,251.5,246.75,29.625
455.25,305.85,249,171.45,145.05,179.1,315,326.1,179.25,404.55,88.05,140.6,191.4,324.75,42.45,72.15,0,4.5,199.6944444,17470.22044,241.7785714,246.63,248.625,29.775
448.5,302.7,249,165.9,141.6,185.7,307.5,317.7,177,395.1,88.6,144.7,198.3,318,41.4,73.8,0,4.5,197.7777778,16856.79644,239.2,241.76,250.5,29.925
441.75,299.55,249,160.35,138.15,192.3,300,309.3,174.75,385.65,89.15,148.8,205.2,311.25,40.35,75.45,0,4.5,195.8611111,16243.37244,236.6214286,236.89,252.375,30.075
435,296.4,249,154.8,134.7,198.9,292.5,300.9,172.5,376.2,89.7,152.9,212.1,304.5,39.3,77.1,0,4.5,193.9444444,15629.94844,234.0428571,232.02,254.25,30.225
428.25,293.25,249,149.25,131.25,205.5,285,292.5,170.25,366.75,90.25,157,219,297.75,38.25,78.75,0,4.5,192.0277778,15016.52444,231.4642857,227.15,256.125,30.375
421.5,290.1,249,143.7,127.8,212.1,277.5,284.1,168,357.3,90.8,161.1,225.9,291,37.2,80.4,0,4.5,190.1111111,14403.10044,228.8857143,222.28,258,30.525
414.75,286.95,249,138.15,124.35,218.7,270,275.7,165.75,347.85,91.35,165.2,232.8,284.25,36.15,82.05,0,4.5,188.1944444,13789.67644,226.3071429,217.41,259.875,30.675
408,283.8,249,132.6,120.9,225.3,262.5,267.3,163.5,338.4,91.9,169.3,239.7,277.5,35.1,83.7,0,4.5,186.2777778,13176.25244,223.7285714,212.54,261.75,30.825
401.25,280.65,249,127.05,117.45,231.9,255,258.9,161.25,328.95,92.45,173.4,246.6,270.75,34.05,85.35,0,4.5,184.3611111,12562.82844,221.15,207.67,263.625,30.975
394.5,277.5,249,121.5,114,238.5,247.5,250.5,159,319.5,93,177.5,253.5,264,33,87,0,4.5,182.4444444,11949.40444,218.5714286,202.8,265.5,31.125
398.55,291.75,251.7,118.5,112.8,247.05,248.4,248.1,154.35,318.8,94.65,180.05,243.05,259.2,35.25,84.15,0,4.05,182.8,12661.92622,220.2928571,200.94,267.4,30.8625
402.6,306,254.4,115.5,111.6,255.6,249.3,245.7,149.7,318.1,96.3,182.6,232.6,254.4,37.5,81.3,0,3.6,183.1555556,13374.448,222.0142857,199.08,269.3,30.6
406.65,320.25,257.1,112.5,110.4,264.15,250.2,243.3,145.05,317.4,97.95,185.15,222.15,249.6,39.75,78.45,0,3.15,183.5111111,14086.96978,223.7357143,197.22,271.2,30.3375
410.7,334.5,259.8,109.5,109.2,272.7,251.1,240.9,140.4,316.7,99.6,187.7,211.7,244.8,42,75.6,0,2.7,183.8666667,14799.49156,225.4571429,195.36,273.1,30.075
414.75,348.75,262.5,106.5,108,281.25,252,238.5,135.75,316,101.25,190.25,201.25,240,44.25,72.75,0,2.25,184.2222222,15512.01333,227.1785714,193.5,275,29.8125
418.8,363,265.2,103.5,106.8,289.8,252.9,236.1,131.1,315.3,102.9,192.8,190.8,235.2,46.5,69.9,0,1.8,184.5777778,16224.53511,228.9,191.64,276.9,29.55
422.85,377.25,267.9,100.5,105.6,298.35,253.8,233.7,126.45,314.6,104.55,195.35,180.35,230.4,48.75,67.05,0,1.35,184.9333333,16937.05689,230.6214286,189.78,278.8,29.2875
426.9,391.5,270.6,97.5,104.4,306.9,254.7,231.3,121.8,313.9,106.2,197.9,169.9,225.6,51,64.2,0,0.9,185.2888889,17649.57867,232.3428571,187.92,280.7,29.025
430.95,405.75,273.3,94.5,103.2,315.45,255.6,228.9,117.15,313.2,107.85,200.45,159.45,220.8,53.25,61.35,0,0.45,185.6444444,18362.10044,234.0642857,186.06,282.6,28.7625
435,420,276,91.5,102,324,256.5,226.5,112.5,312.5,109.5,203,149,216,55.5,58.5,0,0,186,19074.62222,235.7857143,184.2,284.5,28.5
430.2,419.25,268.65,99.45,102.15,316.65,255.45,230.1,112.5,300.75,114.6,201.15,152.7,222,52.95,54.9,0,0,185.1916667,18329.044,233.2071429,186.93,285.975,26.9625
425.4,418.5,261.3,107.4,102.3,309.3,254.4,233.7,112.5,289,119.7,199.3,156.4,228,50.4,51.3,0,0,184.3833333,17583.46578,230.6285714,189.66,287.45,25.425
420.6,417.75,253.95,115.35,102.45,301.95,253.35,237.3,112.5,277.25,124.8,197.45,160.1,234,47.85,47.7,0,0,183.575,16837.88756,228.05,192.39,288.925,23.8875
415.8,417,246.6,123.3,102.6,294.6,252.3,240.9,112.5,265.5,129.9,195.6,163.8,240,45.3,44.1,0,0,182.7666667,16092.30933,225.4714286,195.12,290.4,22.35
411,416.25,239.25,131.25,102.75,287.25,251.25,244.5,112.5,253.75,135,193.75,167.5,246,42.75,40.5,0,0,181.9583333,15346.73111,222.8928571,197.85,291.875,20.8125
406.2,415.5,231.9,139.2,102.9,279.9,250.2,248.1,112.5,242,140.1,191.9,171.2,252,40.2,36.9,0,0,181.15,14601.15289,220.3142857,200.58,293.35,19.275
401.4,414.75,224.55,147.15,103.05,272.55,249.15,251.7,112.5,230.25,145.2,190.05,174.9,258,37.65,33.3,0,0,180.3416667,13855.57467,217.7357143,203.31,294.825,17.7375
396.6,414,217.2,155.1,103.2,265.2,248.1,255.3,112.5,218.5,150.3,188.2,178.6,264,35.1,29.7,0,0,179.5333333,13109.99644,215.1571429,206.04,296.3,16.2
391.8,413.25,209.85,163.05,103.35,257.85,247.05,258.9,112.5,206.75,155.4,186.35,182.3,270,32.55,26.1,0,0,178.725,12364.41822,212.5785714,208.77,297.775,14.6625
387,412.5,202.5,171,103.5,250.5,246,262.5,112.5,195,160.5,184.5,186,276,30,22.5,0,0,177.9166667,11618.84,210,211.5,299.25,13.125
392.25,406.65,196.35,167.4,102.6,246.75,243.15,275.4,115.35,193.95,165.15,183.3,183,266.1,28.8,23.55,0,0,177.2083333,11885.588,209.2071429,213.03,294.825,13.0875
397.5,400.8,190.2,163.8,101.7,243,240.3,288.3,118.2,192.9,169.8,182.1,180,256.2,27.6,24.6,0,0,176.5,12152.336,208.4142857,214.56,290.4,13.05
402.75,394.95,184.05,160.2,100.8,239.25,237.45,301.2,121.05,191.85,174.45,180.9,177,246.3,26.4,25.65,0,0,175.7916667,12419.084,207.6214286,216.09,285.975,13.0125
408,389.1,177.9,156.6,99.9,235.5,234.6,314.1,123.9,190.8,179.1,179.7,174,236.4,25.2,26.7,0,0,175.0833333,12685.832,206.8285714,217.62,281.55,12.975
413.25,383.25,171.75,153,99,231.75,231.75,327,126.75,189.75,183.75,178.5,171,226.5,24,27.75,0,0,174.375,12952.58,206.0357143,219.15,277.125,12.9375
418.5,377.4,165.6,149.4,98.1,228,228.9,339.9,129.6,188.7,188.4,177.3,168,216.6,22.8,28.8,0,0,173.6666667,13219.328,205.2428571,220.68,272.7,12.9
423.75,371.55,159.45,145.8,97.2,224.25,226.05,352.8,132.45,187.65,193.05,176.1,165,206.7,21.6,29.85,0,0,172.9583333,13486.076,204.45,222.21,268.275,12.8625
429,365.7,153.3,142.2,96.3,220.5,223.2,365.7,135.3,186.6,197.7,174.9,162,196.8,20.4,30.9,0,0,172.25,13752.824,203.6571429,223.74,263.85,12.825
434.25,359.85,147.15,138.6,95.4,216.75,220.35,378.6,138.15,185.55,202.35,173.7,159,186.9,19.2,31.95,0,0,171.5416667,14019.572,202.8642857,225.27,259.425,12.7875
439.5,354,141,135,94.5,213,217.5,391.5,141,184.5,207,172.5,156,177,18,33,0,0,170.8333333,14286.32,202.0714286,226.8,255,12.75
435.3,357,151.95,132.15,98.4,207.45,216.6,393.75,140.25,183.3,196.35,168.95,152.75,173.85,18,37.35,0,0,170.1888889,14730.66089,200.7,224.16,254.875,13.8375
431.1,360,162.9,129.3,102.3,201.9,215.7,396,139.5,182.1,185.7,165.4,149.5,170.7,18,41.7,0,0,169.5444444,15175.00178,199.3285714,221.52,254.75,14.925
426.9,363,173.85,126.45,106.2,196.35,214.8,398.25,138.75,180.9,175.05,161.85,146.25,167.55,18,46.05,0,0,168.9,15619.34267,197.9571429,218.88,254.625,16.0125
422.7,366,184.8,123.6,110.1,190.8,213.9,400.5,138,179.7,164.4,158.3,143,164.4,18,50.4,0,0,168.2555556,16063.68356,196.5857143,216.24,254.5,17.1
418.5,369,195.75,120.75,114,185.25,213,402.75,137.25,178.5,153.75,154.75,139.75,161.25,18,54.75,0,0,167.6111111,16508.02444,195.2142857,213.6,254.375,18.1875
414.3,372,206.7,117.9,117.9,179.7,212.1,405,136.5,177.3,143.1,151.2,136.5,158.1,18,59.1,0,0,166.9666667,16952.36533,193.8428571,210.96,254.25,19.275
410.1,375,217.65,115.05,121.8,174.15,211.2,407.25,135.75,176.1,132.45,147.65,133.25,154.95,18,63.45,0,0,166.3222222,17396.70622,192.4714286,208.32,254.125,20.3625
405.9,378,228.6,112.2,125.7,168.6,210.3,409.5,135,174.9,121.8,144.1,130,151.8,18,67.8,0,0,165.6777778,17841.04711,191.1,205.68,254,21.45
401.7,381,239.55,109.35,129.6,163.05,209.4,411.75,134.25,173.7,111.15,140.55,126.75,148.65,18,72.15,0,0,165.0333333,18285.388,189.7285714,203.04,253.875,22.5375
397.5,384,250.5,106.5,133.5,157.5,208.5,414,133.5,172.5,100.5,137,123.5,145.5,18,76.5,0,0,164.3888889,18729.72889,188.3571429,200.4,253.75,23.625
385.05,379.35,258.75,109.95,135,150.3,212.75,404.55,133.5,166.5,101.55,132.95,127.8,154.95,17.55,73.05,0,0.45,163.5555556,18121.93556,186.7285714,201.46,253.575,22.7625
372.6,374.7,267,113.4,136.5,143.1,217,395.1,133.5,160.5,102.6,128.9,132.1,164.4,17.1,69.6,0,0.9,162.7222222,17514.14222,185.1,202.52,253.4,21.9
360.15,370.05,275.25,116.85,138,135.9,221.25,385.65,133.5,154.5,103.65,124.85,136.4,173.85,16.65,66.15,0,1.35,161.8888889,16906.34889,183.4714286,203.58,253.225,21.0375
347.7,365.4,283.5,120.3,139.5,128.7,225.5,376.2,133.5,148.5,104.7,120.8,140.7,183.3,16.2,62.7,0,1.8,161.0555556,16298.55556,181.8428571,204.64,253.05,20.175
335.25,360.75,291.75,123.75,141,121.5,229.75,366.75,133.5,142.5,105.75,116.75,145,192.75,15.75,59.25,0,2.25,160.2222222,15690.76222,180.2142857,205.7,252.875,19.3125
322.8,356.1,300,127.2,142.5,114.3,234,357.3,133.5,136.5,106.8,112.7,149.3,202.2,15.3,55.8,0,2.7,159.3888889,15082.96889,178.5857143,206.76,252.7,18.45
310.35,351.45,308.25,130.65,144,107.1,238.25,347.85,133.5,130.5,107.85,108.65,153.6,211.65,14.85,52.35,0,3.15,158.5555556,14475.17556,176.9571429,207.82,252.525,17.5875
297.9,346.8,316.5,134.1,145.5,99.9,242.5,338.4,133.5,124.5,108.9,104.6,157.9,221.1,14.4,48.9,0,3.6,157.7222222,13867.38222,175.3285714,208.88,252.35,16.725
285.45,342.15,324.75,137.55,147,92.7,246.75,328.95,133.5,118.5,109.95,100.55,162.2,230.55,13.95,45.45,0,4.05,156.8888889,13259.58889,173.7,209.94,252.175,15.8625
273,337.5,333,141,148.5,85.5,251,319.5,133.5,112.5,111,96.5,166.5,240,13.5,42,0,4.5,156.0555556,12651.79556,172.0714286,211,252,15
266.1,326.4,321,144.3,146.1,88.65,244.5,311.25,134.75,114,107.4,97.35,165,236.85,15.15,41.1,0,4.05,153.5527778,11854.63911,169.65,206.95,245.7,15.075
259.2,315.3,309,147.6,143.7,91.8,238,303,136,115.5,103.8,98.2,163.5,233.7,16.8,40.2,0,3.6,151.05,11057.48267,167.2285714,202.9,239.4,15.15
252.3,304.2,297,150.9,141.3,94.95,231.5,294.75,137.25,117,100.2,99.05,162,230.55,18.45,39.3,0,3.15,148.5472222,10260.32622,164.8071429,198.85,233.1,15.225
245.4,293.1,285,154.2,138.9,98.1,225,286.5,138.5,118.5,96.6,99.9,160.5,227.4,20.1,38.4,0,2.7,146.0444444,9463.169778,162.3857143,194.8,226.8,15.3
238.5,282,273,157.5,136.5,101.25,218.5,278.25,139.75,120,93,100.75,159,224.25,21.75,37.5,0,2.25,143.5416667,8666.013333,159.9642857,190.75,220.5,15.375
231.6,270.9,261,160.8,134.1,104.4,212,270,141,121.5,89.4,101.6,157.5,221.1,23.4,36.6,0,1.8,141.0388889,7868.856889,157.5428571,186.7,214.2,15.45
224.7,259.8,249,164.1,131.7,107.55,205.5,261.75,142.25,123,85.8,102.45,156,217.95,25.05,35.7,0,1.35,138.5361111,7071.700444,155.1214286,182.65,207.9,15.525
217.8,248.7,237,167.4,129.3,110.7,199,253.5,143.5,124.5,82.2,103.3,154.5,214.8,26.7,34.8,0,0.9,136.0333333,6274.544,152.7,178.6,201.6,15.6
210.9,237.6,225,170.7,126.9,113.85,192.5,245.25,144.75,126,78.6,104.15,153,211.65,28.35,33.9,0,0.45,133.5305556,5477.387556,150.2785714,174.55,195.3,15.675
204,226.5,213,174,124.5,117,186,237,146,127.5,75,105,151.5,208.5,30,33,0,0,131.0277778,4680.231111,147.8571429,170.5,189,15.75
209.4,226.5,205.05,166.35,127.5,120.9,192.6,245.4,145.65,126.35,73.95,105.65,151.35,208.05,31.35,31.05,0,0,131.5055556,5087.480444,147.0714286,173.13,188.925,15.6
214.8,226.5,197.1,158.7,130.5,124.8,199.2,253.8,145.3,125.2,72.9,106.3,151.2,207.6,32.7,29.1,0,0,131.9833333,5494.729778,146.2857143,175.76,188.85,15.45
220.2,226.5,189.15,151.05,133.5,128.7,205.8,262.2,144.95,124.05,71.85,106.95,151.05,207.15,34.05,27.15,0,0,132.4611111,5901.979111,145.5,178.39,188.775,15.3
225.6,226.5,181.2,143.4,136.5,132.6,212.4,270.6,144.6,122.9,70.8,107.6,150.9,206.7,35.4,25.2,0,0,132.9388889,6309.228444,144.7142857,181.02,188.7,15.15
231,226.5,173.25,135.75,139.5,136.5,219,279,144.25,121.75,69.75,108.25,150.75,206.25,36.75,23.25,0,0,133.4166667,6716.477778,143.9285714,183.65,188.625,15
236.4,226.5,165.3,128.1,142.5,140.4,225.6,287.4,143.9,120.6,68.7,108.9,150.6,205.8,38.1,21.3,0,0,133.8944444,7123.727111,143.1428571,186.28,188.55,14.85
241.8,226.5,157.35,120.45,145.5,144.3,232.2,295.8,143.55,119.45,67.65,109.55,150.45,205.35,39.45,19.35,0,0,134.3722222,7530.976444,142.3571429,188.91,188.475,14.7
247.2,226.5,149.4,112.8,148.5,148.2,238.8,304.2,143.2,118.3,66.6,110.2,150.3,204.9,40.8,17.4,0,0,134.85,7938.225778,141.5714286,191.54,188.4,14.55
252.6,226.5,141.45,105.15,151.5,152.1,245.4,312.6,142.85,117.15,65.55,110.85,150.15,204.45,42.15,15.45,0,0,135.3277778,8345.475111,140.7857143,194.17,188.325,14.4
258,226.5,133.5,97.5,154.5,156,252,321,142.5,116,64.5,111.5,150,204,43.5,13.5,0,0,135.8055556,8752.724444,140,196.8,188.25,14.25
256.8,228.9,132.9,98.1,153.75,153.75,251.75,316.5,142.5,120.9,71.75,112.2,153.15,201.9,46.65,19.95,0,2.1,136.8638889,8526.576444,141.1357143,196.88,191.025,17.175
255.6,231.3,132.3,98.7,153,151.5,251.5,312,142.5,125.8,79,112.9,156.3,199.8,49.8,26.4,0,4.2,137.9222222,8300.428444,142.2714286,196.96,193.8,20.1
254.4,233.7,131.7,99.3,152.25,149.25,251.25,307.5,142.5,130.7,86.25,113.6,159.45,197.7,52.95,32.85,0,6.3,138.9805556,8074.280444,143.4071429,197.04,196.575,23.025
253.2,236.1,131.1,99.9,151.5,147,251,303,142.5,135.6,93.5,114.3,162.6,195.6,56.1,39.3,0,8.4,140.0388889,7848.132444,144.5428571,197.12,199.35,25.95
252,238.5,130.5,100.5,150.75,144.75,250.75,298.5,142.5,140.5,100.75,115,165.75,193.5,59.25,45.75,0,10.5,141.0972222,7621.984444,145.6785714,197.2,202.125,28.875
250.8,240.9,129.9,101.1,150,142.5,250.5,294,142.5,145.4,108,115.7,168.9,191.4,62.4,52.2,0,12.6,142.1555556,7395.836444,146.8142857,197.28,204.9,31.8
249.6,243.3,129.3,101.7,149.25,140.25,250.25,289.5,142.5,150.3,115.25,116.4,172.05,189.3,65.55,58.65,0,14.7,143.2138889,7169.688444,147.95,197.36,207.675,34.725
248.4,245.7,128.7,102.3,148.5,138,250,285,142.5,155.2,122.5,117.1,175.2,187.2,68.7,65.1,0,16.8,144.2722222,6943.540444,149.0857143,197.44,210.45,37.65
247.2,248.1,128.1,102.9,147.75,135.75,249.75,280.5,142.5,160.1,129.75,117.8,178.35,185.1,71.85,71.55,0,18.9,145.3305556,6717.392444,150.2214286,197.52,213.225,40.575
246,250.5,127.5,103.5,147,133.5,249.5,276,142.5,165,137,118.5,181.5,183,75,78,0,21,146.3888889,6491.244444,151.3571429,197.6,216,43.5
247.65,247.2,130.95,106.05,161.55,138,244.65,273.8,142,166.5,136.35,116.7,177.6,194.55,77.55,77.1,0,21,147.7333333,6839.940889,155.2928571,198.27,212.4,43.9125
249.3,243.9,134.4,108.6,176.1,142.5,239.8,271.6,141.5,168,135.7,114.9,173.7,206.1,80.1,76.2,0,21,149.0777778,7188.637333,159.2285714,198.94,208.8,44.325
250.95,240.6,137.85,111.15,190.65,147,234.95,269.4,141,169.5,135.05,113.1,169.8,217.65,82.65,75.3,0,21,150.4222222,7537.333778,163.1642857,199.61,205.2,44.7375
252.6,237.3,141.3,113.7,205.2,151.5,230.1,267.2,140.5,171,134.4,111.3,165.9,229.2,85.2,74.4,0,21,151.7666667,7886.030222,167.1,200.28,201.6,45.15
254.25,234,144.75,116.25,219.75,156,225.25,265,140,172.5,133.75,109.5,162,240.75,87.75,73.5,0,21,153.1111111,8234.726667,171.0357143,200.95,198,45.5625
255.9,230.7,148.2,118.8,234.3,160.5,220.4,262.8,139.5,174,133.1,107.7,158.1,252.3,90.3,72.6,0,21,154.4555556,8583.423111,174.9714286,201.62,194.4,45.975
257.55,227.4,151.65,121.35,248.85,165,215.55,260.6,139,175.5,132.45,105.9,154.2,263.85,92.85,71.7,0,21,155.8,8932.119556,178.9071429,202.29,190.8,46.3875
259.2,224.1,155.1,123.9,263.4,169.5,210.7,258.4,138.5,177,131.8,104.1,150.3,275.4,95.4,70.8,0,21,157.1444444,9280.816,182.8428571,202.96,187.2,46.8
260.85,220.8,158.55,126.45,277.95,174,205.85,256.2,138,178.5,131.15,102.3,146.4,286.95,97.95,69.9,0,21,158.4888889,9629.512444,186.7785714,203.63,183.6,47.2125
262.5,217.5,162,129,292.5,178.5,201,254,137.5,180,130.5,100.5,142.5,298.5,100.5,69,0,21,159.8333333,9978.208889,190.7142857,204.3,180,47.625
260.55,221.7,160.8,133.2,289.2,192.15,206.25,251.4,139.2,178.95,129.75,102.8,143.25,285.9,92.7,62.55,0,18.9,159.4027778,10044.53911,192.0857143,202.5,182.475,43.5375
258.6,225.9,159.6,137.4,285.9,205.8,211.5,248.8,140.9,177.9,129,105.1,144,273.3,84.9,56.1,0,16.8,158.9722222,10110.86933,193.4571429,200.7,184.95,39.45
256.65,230.1,158.4,141.6,282.6,219.45,216.75,246.2,142.6,176.85,128.25,107.4,144.75,260.7,77.1,49.65,0,14.7,158.5416667,10177.19956,194.8285714,198.9,187.425,35.3625
254.7,234.3,157.2,145.8,279.3,233.1,222,243.6,144.3,175.8,127.5,109.7,145.5,248.1,69.3,43.2,0,12.6,158.1111111,10243.52978,196.2,197.1,189.9,31.275
252.75,238.5,156,150,276,246.75,227.25,241,146,174.75,126.75,112,146.25,235.5,61.5,36.75,0,10.5,157.6805556,10309.86,197.5714286,195.3,192.375,27.1875
250.8,242.7,154.8,154.2,272.7,260.4,232.5,238.4,147.7,173.7,126,114.3,147,222.9,53.7,30.3,0,8.4,157.25,10376.19022,198.9428571,193.5,194.85,23.1
248.85,246.9,153.6,158.4,269.4,274.05,237.75,235.8,149.4,172.65,125.25,116.6,147.75,210.3,45.9,23.85,0,6.3,156.8194444,10442.52044,200.3142857,191.7,197.325,19.0125
246.9,251.1,152.4,162.6,266.1,287.7,243,233.2,151.1,171.6,124.5,118.9,148.5,197.7,38.1,17.4,0,4.2,156.3888889,10508.85067,201.6857143,189.9,199.8,14.925
244.95,255.3,151.2,166.8,262.8,301.35,248.25,230.6,152.8,170.55,123.75,121.2,149.25,185.1,30.3,10.95,0,2.1,155.9583333,10575.18089,203.0571429,188.1,202.275,10.8375
243,259.5,150,171,259.5,315,253.5,228,154.5,169.5,123,123.5,150,172.5,22.5,4.5,0,0,155.5277778,10641.51111,204.4285714,186.3,204.75,6.75
239.7,262.65,142.5,164.4,246.9,304.95,258.9,228.6,154.5,164.7,124.85,129.45,150.3,163.8,24.15,8.4,0,1.5,153.9027778,10455.75778,198.2857143,186.13,206.475,8.5125
236.4,265.8,135,157.8,234.3,294.9,264.3,229.2,154.5,159.9,126.7,135.4,150.6,155.1,25.8,12.3,0,3,152.2777778,10270.00444,192.1428571,185.96,208.2,10.275
233.1,268.95,127.5,151.2,221.7,284.85,269.7,229.8,154.5,155.1,128.55,141.35,150.9,146.4,27.45,16.2,0,4.5,150.6527778,10084.25111,186,185.79,209.925,12.0375
229.8,272.1,120,144.6,209.1,274.8,275.1,230.4,154.5,150.3,130.4,147.3,151.2,137.7,29.1,20.1,0,6,149.0277778,9898.497778,179.8571429,185.62,211.65,13.8
226.5,275.25,112.5,138,196.5,264.75,280.5,231,154.5,145.5,132.25,153.25,151.5,129,30.75,24,0,7.5,147.4027778,9712.744444,173.7142857,185.45,213.375,15.5625
223.2,278.4,105,131.4,183.9,254.7,285.9,231.6,154.5,140.7,134.1,159.2,151.8,120.3,32.4,27.9,0,9,145.7777778,9526.991111,167.5714286,185.28,215.1,17.325
219.9,281.55,97.5,124.8,171.3,244.65,291.3,232.2,154.5,135.9,135.95,165.15,152.1,111.6,34.05,31.8,0,10.5,144.1527778,9341.237778,161.4285714,185.11,216.825,19.0875
216.6,284.7,90,118.2,158.7,234.6,296.7,232.8,154.5,131.1,137.8,171.1,152.4,102.9,35.7,35.7,0,12,142.5277778,9155.484444,155.2857143,184.94,218.55,20.85
213.3,287.85,82.5,111.6,146.1,224.55,302.1,233.4,154.5,126.3,139.65,177.05,152.7,94.2,37.35,39.6,0,13.5,140.9027778,8969.731111,149.1428571,184.77,220.275,22.6125
210,291,75,105,133.5,214.5,307.5,234,154.5,121.5,141.5,183,153,85.5,39,43.5,0,15,139.2777778,8783.977778,143,184.6,222,24.375
214.65,279.45,90.6,96.9,151.05,207,301.35,233.7,148.7,120.3,133.8,176.75,150.15,93.45,44.1,39.6,0,15,138.6972222,8801.408889,144.9,182.2,214.8,24.675
219.3,267.9,106.2,88.8,168.6,199.5,295.2,233.4,142.9,119.1,126.1,170.5,147.3,101.4,49.2,35.7,0,15,138.1166667,8818.84,146.8,179.8,207.6,24.975
223.95,256.35,121.8,80.7,186.15,192,289.05,233.1,137.1,117.9,118.4,164.25,144.45,109.35,54.3,31.8,0,15,137.5361111,8836.271111,148.7,177.4,200.4,25.275
228.6,244.8,137.4,72.6,203.7,184.5,282.9,232.8,131.3,116.7,110.7,158,141.6,117.3,59.4,27.9,0,15,136.9555556,8853.702222,150.6,175,193.2,25.575
233.25,233.25,153,64.5,221.25,177,276.75,232.5,125.5,115.5,103,151.75,138.75,125.25,64.5,24,0,15,136.375,8871.133333,152.5,172.6,186,25.875
237.9,221.7,168.6,56.4,238.8,169.5,270.6,232.2,119.7,114.3,95.3,145.5,135.9,133.2,69.6,20.1,0,15,135.7944444,8888.564444,154.4,170.2,178.8,26.175
242.55,210.15,184.2,48.3,256.35,162,264.45,231.9,113.9,113.1,87.6,139.25,133.05,141.15,74.7,16.2,0,15,135.2138889,8905.995556,156.3,167.8,171.6,26.475
247.2,198.6,199.8,40.2,273.9,154.5,258.3,231.6,108.1,111.9,79.9,133,130.2,149.1,79.8,12.3,0,15,134.6333333,8923.426667,158.2,165.4,164.4,26.775
251.85,187.05,215.4,32.1,291.45,147,252.15,231.3,102.3,110.7,72.2,126.75,127.35,157.05,84.9,8.4,0,15,134.0527778,8940.857778,160.1,163,157.2,27.075
256.5,175.5,231,24,309,139.5,246,231,96.5,109.5,64.5,120.5,124.5,165,90,4.5,0,15,133.4722222,8958.288889,162,160.6,150,27.375
259.35,169.5,239.1,26.4,297.9,136.65,244.05,226.8,95.25,109.85,65.1,112.95,127.7,160.5,86.4,7.8,0,13.5,132.1555556,8865.511556,162.05,158.34,148.6,26.925
262.2,163.5,247.2,28.8,286.8,133.8,242.1,222.6,94,110.2,65.7,105.4,130.9,156,82.8,11.1,0,12,130.8388889,8772.734222,162.1,156.08,147.2,26.475
265.05,157.5,255.3,31.2,275.7,130.95,240.15,218.4,92.75,110.55,66.3,97.85,134.1,151.5,79.2,14.4,0,10.5,129.5222222,8679.956889,162.15,153.82,145.8,26.025
267.9,151.5,263.4,33.6,264.6,128.1,238.2,214.2,91.5,110.9,66.9,90.3,137.3,147,75.6,17.7,0,9,128.2055556,8587.179556,162.2,151.56,144.4,25.575
270.75,145.5,271.5,36,253.5,125.25,236.25,210,90.25,111.25,67.5,82.75,140.5,142.5,72,21,0,7.5,126.8888889,8494.402222,162.25,149.3,143,25.125
273.6,139.5,279.6,38.4,242.4,122.4,234.3,205.8,89,111.6,68.1,75.2,143.7,138,68.4,24.3,0,6,125.5722222,8401.624889,162.3,147.04,141.6,24.675
276.45,133.5,287.7,40.8,231.3,119.55,232.35,201.6,87.75,111.95,68.7,67.65,146.9,133.5,64.8,27.6,0,4.5,124.2555556,8308.847556,162.35,144.78,140.2,24.225
