S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 3,Zone 2,Zone 4,
131.8,202.6,104.6,28.6,109.9,87.5,66.4,66.5,77.73333333,110.5,92.5,127.8333333,81.2,72.7,98.9,121.3,139.7,25.6,96.99259259,4497.647407,101.6866667,87.93333333,118.2,96.375,
127.2,200.4,99.4,25.4,105.6,86,68.6,64,78.26666667,109,95,129.6666667,77.8,71.8,98.6,119.2,145.8,24.4,95.8962963,4431.703704,100.4133333,87.06666667,113.3,97,
122.6,198.2,94.2,22.2,101.3,84.5,70.8,61.5,78.8,107.5,97.5,131.5,74.4,70.9,98.3,117.1,151.9,23.2,94.8,4365.76,99.14,86.2,108.4,97.625,
118,196,89,19,97,83,73,59,79.33333333,106,100,133.3333333,71,70,98,115,158,22,93.7037037,4299.816296,97.86666667,85.33333333,103.5,98.25,
119,184,86.7,20.1,96.7,84.8,73,58,78.8,108.4333333,100.3,129.8,68.7,74.9,99,110.8,150.5,21.9,92.52407407,4163.567407,98.92666667,83.27142857,102.85,95.55,
120,172,84.4,21.2,96.4,86.6,73,57,78.26666667,110.8666667,100.6,126.2666667,66.4,79.8,100,106.6,143,21.8,91.34444445,4027.318519,99.98666667,81.20952381,102.2,92.85,
121,160,82.1,22.3,96.1,88.4,73,56,77.73333333,113.3,100.9,122.7333333,64.1,84.7,101,102.4,135.5,21.7,90.16481481,3891.06963,101.0466667,79.14761905,101.55,90.15,
122,148,79.8,23.4,95.8,90.2,73,55,77.2,115.7333333,101.2,119.2,61.8,89.6,102,98.2,128,21.6,88.98518518,3754.820741,102.1066667,77.08571429,100.9,87.45,
123,136,77.5,24.5,95.5,92,73,54,76.66666667,118.1666667,101.5,115.6666667,59.5,94.5,103,94,120.5,21.5,87.80555556,3618.571852,103.1666667,75.02380952,100.25,84.75,
124,124,75.2,25.6,95.2,93.8,73,53,76.13333333,120.6,101.8,112.1333333,57.2,99.4,104,89.8,113,21.4,86.62592592,3482.322963,104.2266667,72.96190476,99.6,82.05,
125,112,72.9,26.7,94.9,95.6,73,52,75.6,123.0333333,102.1,108.6,54.9,104.3,105,85.6,105.5,21.3,85.44629629,3346.074074,105.2866667,70.9,98.95,79.35,
126,100,70.6,27.8,94.6,97.4,73,51,75.06666667,125.4666667,102.4,105.0666667,52.6,109.2,106,81.4,98,21.2,84.26666667,3209.825185,106.3466667,68.83809524,98.3,76.65,
127,88,68.3,28.9,94.3,99.2,73,50,74.53333333,127.9,102.7,101.5333333,50.3,114.1,107,77.2,90.5,21.1,83.08703704,3073.576296,107.4066667,66.77619048,97.65,73.95,
128,76,66,30,94,101,73,49,74,130.3333333,103,98,48,119,108,73,83,21,81.90740741,2937.327407,108.4666667,64.71428571,97,71.25,
126.9,75.7,63.4,31,95.7,96.9,72.7,47.6,71.4,130.5333333,100.5,94.16666667,51.4,122.5,104.3,73.9,81.1,21.1,81.15555555,2937.611556,107.96,64.32857143,95.15,70.1,
125.8,75.4,60.8,32,97.4,92.8,72.4,46.2,68.8,130.7333333,98,90.33333333,54.8,126,100.6,74.8,79.2,21.2,80.4037037,2937.895704,107.4533333,63.94285714,93.3,68.95,
124.7,75.1,58.2,33,99.1,88.7,72.1,44.8,66.2,130.9333333,95.5,86.5,58.2,129.5,96.9,75.7,77.3,21.3,79.65185185,2938.179852,106.9466667,63.55714286,91.45,67.8,
123.6,74.8,55.6,34,100.8,84.6,71.8,43.4,63.6,131.1333333,93,82.66666667,61.6,133,93.2,76.6,75.4,21.4,78.9,2938.464,106.44,63.17142857,89.6,66.65,
122.5,74.5,53,35,102.5,80.5,71.5,42,61,131.3333333,90.5,78.83333333,65,136.5,89.5,77.5,73.5,21.5,78.14814815,2938.748148,105.9333333,62.78571429,87.75,65.5,
121.4,74.2,50.4,36,104.2,76.4,71.2,40.6,58.4,131.5333333,88,75,68.4,140,85.8,78.4,71.6,21.6,77.39629629,2939.032296,105.4266667,62.4,85.9,64.35,
120.3,73.9,47.8,37,105.9,72.3,70.9,39.2,55.8,131.7333333,85.5,71.16666667,71.8,143.5,82.1,79.3,69.7,21.7,76.64444444,2939.316444,104.92,62.01428571,84.05,63.2,
119.2,73.6,45.2,38,107.6,68.2,70.6,37.8,53.2,131.9333333,83,67.33333333,75.2,147,78.4,80.2,67.8,21.8,75.89259259,2939.600593,104.4133333,61.62857143,82.2,62.05,
118.1,73.3,42.6,39,109.3,64.1,70.3,36.4,50.6,132.1333333,80.5,63.5,78.6,150.5,74.7,81.1,65.9,21.9,75.14074074,2939.884741,103.9066667,61.24285714,80.35,60.9,
117,73,40,40,111,60,70,35,48,132.3333333,78,59.66666667,82,154,71,82,64,22,74.38888889,2940.168889,103.4,60.85714286,78.5,59.75,
112.8,76.3,42.2,43.3,115.5,59.9,70.73333333,35.33333333,48.4,127.3666667,78.8,61.73333333,82.6,149.1,71,79.3,64.6,21.1,74.44814815,3062.192593,102.72,62.20952381,77.5,59,
108.6,79.6,44.4,46.6,120,59.8,71.46666667,35.66666667,48.8,122.4,79.6,63.8,83.2,144.2,71,76.6,65.2,20.2,74.50740741,3184.216296,102.04,63.56190476,76.5,58.25,
104.4,82.9,46.6,49.9,124.5,59.7,72.2,36,49.2,117.4333333,80.4,65.86666667,83.8,139.3,71,73.9,65.8,19.3,74.56666667,3306.24,101.36,64.91428571,75.5,57.5,
100.2,86.2,48.8,53.2,129,59.6,72.93333333,36.33333333,49.6,112.4666667,81.2,67.93333333,84.4,134.4,71,71.2,66.4,18.4,74.62592593,3428.263704,100.68,66.26666667,74.5,56.75,
96,89.5,51,56.5,133.5,59.5,73.66666667,36.66666667,50,107.5,82,70,85,129.5,71,68.5,67,17.5,74.68518519,3550.287407,100,67.61904762,73.5,56,
91.8,92.8,53.2,59.8,138,59.4,74.4,37,50.4,102.5333333,82.8,72.06666667,85.6,124.6,71,65.8,67.6,16.6,74.74444444,3672.311111,99.32,68.97142857,72.5,55.25,
87.6,96.1,55.4,63.1,142.5,59.3,75.13333333,37.33333333,50.8,97.56666667,83.6,74.13333333,86.2,119.7,71,63.1,68.2,15.7,74.8037037,3794.334815,98.64,70.32380952,71.5,54.5,
83.4,99.4,57.6,66.4,147,59.2,75.86666667,37.66666667,51.2,92.6,84.4,76.2,86.8,114.8,71,60.4,68.8,14.8,74.86296296,3916.358519,97.96,71.67619048,70.5,53.75,
79.2,102.7,59.8,69.7,151.5,59.1,76.6,38,51.6,87.63333333,85.2,78.26666667,87.4,109.9,71,57.7,69.4,13.9,74.92222222,4038.382222,97.28,73.02857143,69.5,53,
75,106,62,73,156,59,77.33333333,38.33333333,52,82.66666667,86,80.33333333,88,105,71,55,70,13,74.98148148,4160.405926,96.6,74.38095238,68.5,52.25,
74.1,102.8,61.7,76.3,151.2,59.3,73.8,41.03333333,53.93333333,80.4,89.2,83.13333333,87.43333333,100.1,73.6,53.7,68.8,12.7,74.62407407,4085.704889,94.82666667,74.92857143,67.9,52.2,
73.2,99.6,61.4,79.6,146.4,59.6,70.26666667,43.73333333,55.86666667,78.13333333,92.4,85.93333333,86.86666667,95.2,76.2,52.4,67.6,12.4,74.26666667,4011.003852,93.05333333,75.47619048,67.3,52.15,
72.3,96.4,61.1,82.9,141.6,59.9,66.73333333,46.43333333,57.8,75.86666667,95.6,88.73333333,86.3,90.3,78.8,51.1,66.4,12.1,73.90925926,3936.302815,91.28,76.02380952,66.7,52.1,
71.4,93.2,60.8,86.2,136.8,60.2,63.2,49.13333333,59.73333333,73.6,98.8,91.53333333,85.73333333,85.4,81.4,49.8,65.2,11.8,73.55185185,3861.601778,89.50666667,76.57142857,66.1,52.05,
70.5,90,60.5,89.5,132,60.5,59.66666667,51.83333333,61.66666667,71.33333333,102,94.33333333,85.16666667,80.5,84,48.5,64,11.5,73.19444444,3786.900741,87.73333333,77.11904762,65.5,52,
69.6,86.8,60.2,92.8,127.2,60.8,56.13333333,54.53333333,63.6,69.06666667,105.2,97.13333333,84.6,75.6,86.6,47.2,62.8,11.2,72.83703704,3712.199704,85.96,77.66666667,64.9,51.95,
68.7,83.6,59.9,96.1,122.4,61.1,52.6,57.23333333,65.53333333,66.8,108.4,99.93333333,84.03333333,70.7,89.2,45.9,61.6,10.9,72.47962963,3637.498667,84.18666667,78.21428571,64.3,51.9,
67.8,80.4,59.6,99.4,117.6,61.4,49.06666667,59.93333333,67.46666667,64.53333333,111.6,102.7333333,83.46666667,65.8,91.8,44.6,60.4,10.6,72.12222222,3562.79763,82.41333333,78.76190476,63.7,51.85,
66.9,77.2,59.3,102.7,112.8,61.7,45.53333333,62.63333333,69.4,62.26666667,114.8,105.5333333,82.9,60.9,94.4,43.3,59.2,10.3,71.76481481,3488.096593,80.64,79.30952381,63.1,51.8,
66,74,59,106,108,62,42,65.33333333,71.33333333,60,118,108.3333333,82.33333333,56,97,42,58,10,71.40740741,3413.395556,78.86666667,79.85714286,62.5,51.75,
66.9,75.5,58.1,99.5,107.2,57.4,40.5,63.4,70.6,63.3,109.9,106.1333333,81,54.7,97.5,42,57.6,10.3,70.08518518,3201.828741,77.74666667,77.2,62.5,51.85,
67.8,77,57.2,93,106.4,52.8,39,61.46666667,69.86666667,66.6,101.8,103.9333333,79.66666667,53.4,98,42,57.2,10.6,68.76296296,2990.261926,76.62666667,74.54285714,62.5,51.95,
68.7,78.5,56.3,86.5,105.6,48.2,37.5,59.53333333,69.13333333,69.9,93.7,101.7333333,78.33333333,52.1,98.5,42,56.8,10.9,67.44074074,2778.695111,75.50666667,71.88571429,62.5,52.05,
69.6,80,55.4,80,104.8,43.6,36,57.6,68.4,73.2,85.6,99.53333333,77,50.8,99,42,56.4,11.2,66.11851852,2567.128296,74.38666667,69.22857143,62.5,52.15,
70.5,81.5,54.5,73.5,104,39,34.5,55.66666667,67.66666667,76.5,77.5,97.33333333,75.66666667,49.5,99.5,42,56,11.5,64.7962963,2355.561481,73.26666667,66.57142857,62.5,52.25,
71.4,83,53.6,67,103.2,34.4,33,53.73333333,66.93333333,79.8,69.4,95.13333333,74.33333333,48.2,100,42,55.6,11.8,63.47407407,2143.994667,72.14666667,63.91428571,62.5,52.35,
72.3,84.5,52.7,60.5,102.4,29.8,31.5,51.8,66.2,83.1,61.3,92.93333333,73,46.9,100.5,42,55.2,12.1,62.15185185,1932.427852,71.02666667,61.25714286,62.5,52.45,
73.2,86,51.8,54,101.6,25.2,30,49.86666667,65.46666667,86.4,53.2,90.73333333,71.66666667,45.6,101,42,54.8,12.4,60.82962963,1720.861037,69.90666667,58.6,62.5,52.55,
74.1,87.5,50.9,47.5,100.8,20.6,28.5,47.93333333,64.73333333,89.7,45.1,88.53333333,70.33333333,44.3,101.5,42,54.4,12.7,59.50740741,1509.294222,68.78666667,55.94285714,62.5,52.65,
75,89,50,41,100,16,27,46,64,93,37,86.33333333,69,43,102,42,54,13,58.18518519,1297.727407,67.66666667,53.28571429,62.5,52.75,
74.5,87.5,47.8,39.4,98,17.8,28.2,45.3,63.5,90.7,37.1,81.93333333,65.4,47.6,99.3,46.4,52.8,14.7,57.66296296,1294.696296,67.20666667,52.34285714,61.15,53.3,
74,86,45.6,37.8,96,19.6,29.4,44.6,63,88.4,37.2,77.53333333,61.8,52.2,96.6,50.8,51.6,16.4,57.14074074,1291.665185,66.74666667,51.4,59.8,53.85,
73.5,84.5,43.4,36.2,94,21.4,30.6,43.9,62.5,86.1,37.3,73.13333333,58.2,56.8,93.9,55.2,50.4,18.1,56.61851852,1288.634074,66.28666667,50.45714286,58.45,54.4,
73,83,41.2,34.6,92,23.2,31.8,43.2,62,83.8,37.4,68.73333333,54.6,61.4,91.2,59.6,49.2,19.8,56.0962963,1285.602963,65.82666667,49.51428571,57.1,54.95,
72.5,81.5,39,33,90,25,33,42.5,61.5,81.5,37.5,64.33333333,51,66,88.5,64,48,21.5,55.57407407,1282.571852,65.36666667,48.57142857,55.75,55.5,
72,80,36.8,31.4,88,26.8,34.2,41.8,61,79.2,37.6,59.93333333,47.4,70.6,85.8,68.4,46.8,23.2,55.05185185,1279.540741,64.90666667,47.62857143,54.4,56.05,
71.5,78.5,34.6,29.8,86,28.6,35.4,41.1,60.5,76.9,37.7,55.53333333,43.8,75.2,83.1,72.8,45.6,24.9,54.52962963,1276.50963,64.44666667,46.68571429,53.05,56.6,
71,77,32.4,28.2,84,30.4,36.6,40.4,60,74.6,37.8,51.13333333,40.2,79.8,80.4,77.2,44.4,26.6,54.00740741,1273.478519,63.98666667,45.74285714,51.7,57.15,
70.5,75.5,30.2,26.6,82,32.2,37.8,39.7,59.5,72.3,37.9,46.73333333,36.6,84.4,77.7,81.6,43.2,28.3,53.48518519,1270.447407,63.52666667,44.8,50.35,57.7,
70,74,28,25,80,34,39,39,59,70,38,42.33333333,33,89,75,86,42,30,52.96296296,1267.416296,63.06666667,43.85714286,49,58.25,
71.7,72.1,29.5,24.7,82.2,37.3,37.8,40.8,58.53333333,68.5,37.9,40.5,33,95.1,73.7,86.7,44.2,29.9,53.56296296,1378.867852,64.72,43.54761905,50.6,58.625,
73.4,70.2,31,24.4,84.4,40.6,36.6,42.6,58.06666667,67,37.8,38.66666667,33,101.2,72.4,87.4,46.4,29.8,54.16296296,1490.319407,66.37333333,43.23809524,52.2,59,
75.1,68.3,32.5,24.1,86.6,43.9,35.4,44.4,57.6,65.5,37.7,36.83333333,33,107.3,71.1,88.1,48.6,29.7,54.76296296,1601.770963,68.02666667,42.92857143,53.8,59.375,
76.8,66.4,34,23.8,88.8,47.2,34.2,46.2,57.13333333,64,37.6,35,33,113.4,69.8,88.8,50.8,29.6,55.36296296,1713.222519,69.68,42.61904762,55.4,59.75,
78.5,64.5,35.5,23.5,91,50.5,33,48,56.66666667,62.5,37.5,33.16666667,33,119.5,68.5,89.5,53,29.5,55.96296296,1824.674074,71.33333333,42.30952381,57,60.125,
80.2,62.6,37,23.2,93.2,53.8,31.8,49.8,56.2,61,37.4,31.33333333,33,125.6,67.2,90.2,55.2,29.4,56.56296296,1936.12563,72.98666667,42,58.6,60.5,
81.9,60.7,38.5,22.9,95.4,57.1,30.6,51.6,55.73333333,59.5,37.3,29.5,33,131.7,65.9,90.9,57.4,29.3,57.16296296,2047.577185,74.64,41.69047619,60.2,60.875,
83.6,58.8,40,22.6,97.6,60.4,29.4,53.4,55.26666667,58,37.2,27.66666667,33,137.8,64.6,91.6,59.6,29.2,57.76296296,2159.028741,76.29333333,41.38095238,61.8,61.25,
85.3,56.9,41.5,22.3,99.8,63.7,28.2,55.2,54.8,56.5,37.1,25.83333333,33,143.9,63.3,92.3,61.8,29.1,58.36296296,2270.480296,77.94666667,41.07142857,63.4,61.625,
87,55,43,22,102,67,27,57,54.33333333,55,37,24,33,150,62,93,64,29,58.96296296,2381.931852,79.6,40.76190476,65,62,
85.7,56,43.9,23.1,110.5,65.2,27.56666667,56.6,53,54.73333333,36.43333333,24.36666667,34.8,146.2,64.6,94.3,70.5,30.4,59.88333333,2365.494815,80.2,41.07142857,64.8,64.95,
84.4,57,44.8,24.2,119,63.4,28.13333333,56.2,51.66666667,54.46666667,35.86666667,24.73333333,36.6,142.4,67.2,95.6,77,31.8,60.8037037,2349.057778,80.8,41.38095238,64.6,67.9,
83.1,58,45.7,25.3,127.5,61.6,28.7,55.8,50.33333333,54.2,35.3,25.1,38.4,138.6,69.8,96.9,83.5,33.2,61.72407407,2332.620741,81.4,41.69047619,64.4,70.85,
81.8,59,46.6,26.4,136,59.8,29.26666667,55.4,49,53.93333333,34.73333333,25.46666667,40.2,134.8,72.4,98.2,90,34.6,62.64444444,2316.183704,82,42,64.2,73.8,
80.5,60,47.5,27.5,144.5,58,29.83333333,55,47.66666667,53.66666667,34.16666667,25.83333333,42,131,75,99.5,96.5,36,63.56481482,2299.746667,82.6,42.30952381,64,76.75,
79.2,61,48.4,28.6,153,56.2,30.4,54.6,46.33333333,53.4,33.6,26.2,43.8,127.2,77.6,100.8,103,37.4,64.48518519,2283.30963,83.2,42.61904762,63.8,79.7,
77.9,62,49.3,29.7,161.5,54.4,30.96666667,54.2,45,53.13333333,33.03333333,26.56666667,45.6,123.4,80.2,102.1,109.5,38.8,65.40555556,2266.872593,83.8,42.92857143,63.6,82.65,
76.6,63,50.2,30.8,170,52.6,31.53333333,53.8,43.66666667,52.86666667,32.46666667,26.93333333,47.4,119.6,82.8,103.4,116,40.2,66.32592593,2250.435556,84.4,43.23809524,63.4,85.6,
75.3,64,51.1,31.9,178.5,50.8,32.1,53.4,42.33333333,52.6,31.9,27.3,49.2,115.8,85.4,104.7,122.5,41.6,67.2462963,2233.998519,85,43.54761905,63.2,88.55,
74,65,52,33,187,49,32.66666667,53,41,52.33333333,31.33333333,27.66666667,51,112,88,106,129,43,68.16666667,2217.561481,85.6,43.85714286,63,91.5,
78.2,61.9,50.7,32.5,183.9,46.3,32.7,53.56666667,40.26666667,49.26666667,30.7,28.13333333,51.3,107.4,85.4,105.1,124.8,44.4,67.02962963,2248.384593,83,43.27619048,64.45,89.925,
82.4,58.8,49.4,32,180.8,43.6,32.73333333,54.13333333,39.53333333,46.2,30.06666667,28.6,51.6,102.8,82.8,104.2,120.6,45.8,65.89259259,2279.207704,80.4,42.6952381,65.9,88.35,
86.6,55.7,48.1,31.5,177.7,40.9,32.76666667,54.7,38.8,43.13333333,29.43333333,29.06666667,51.9,98.2,80.2,103.3,116.4,47.2,64.75555556,2310.030815,77.8,42.11428571,67.35,86.775,
90.8,52.6,46.8,31,174.6,38.2,32.8,55.26666667,38.06666667,40.06666667,28.8,29.53333333,52.2,93.6,77.6,102.4,112.2,48.6,63.61851852,2340.853926,75.2,41.53333333,68.8,85.2,
95,49.5,45.5,30.5,171.5,35.5,32.83333333,55.83333333,37.33333333,37,28.16666667,30,52.5,89,75,101.5,108,50,62.48148148,2371.677037,72.6,40.95238095,70.25,83.625,
99.2,46.4,44.2,30,168.4,32.8,32.86666667,56.4,36.6,33.93333333,27.53333333,30.46666667,52.8,84.4,72.4,100.6,103.8,51.4,61.34444444,2402.500148,70,40.37142857,71.7,82.05,
103.4,43.3,42.9,29.5,165.3,30.1,32.9,56.96666667,35.86666667,30.86666667,26.9,30.93333333,53.1,79.8,69.8,99.7,99.6,52.8,60.20740741,2433.323259,67.4,39.79047619,73.15,80.475,
107.6,40.2,41.6,29,162.2,27.4,32.93333333,57.53333333,35.13333333,27.8,26.26666667,31.4,53.4,75.2,67.2,98.8,95.4,54.2,59.07037037,2464.14637,64.8,39.20952381,74.6,78.9,
111.8,37.1,40.3,28.5,159.1,24.7,32.96666667,58.1,34.4,24.73333333,25.63333333,31.86666667,53.7,70.6,64.6,97.9,91.2,55.6,57.93333333,2494.969481,62.2,38.62857143,76.05,77.325,
116,34,39,28,156,22,33,58.66666667,33.66666667,21.66666667,25,32.33333333,54,66,62,97,87,57,56.7962963,2525.792593,59.6,38.04761905,77.5,75.75,
111,32.8,38.2,30.7,147.3,20.1,32.7,60.9,32.9,20.2,29.3,33.06666667,52.46666667,66.7,63.6,90.9,83.5,56.1,55.69074074,2421.734815,57.47333333,38.82380952,74.6,73.525,
106,31.6,37.4,33.4,138.6,18.2,32.4,63.13333333,32.13333333,18.73333333,33.6,33.8,50.93333333,67.4,65.2,84.8,80,55.2,54.58518518,2317.677037,55.34666667,39.6,71.7,71.3,
101,30.4,36.6,36.1,129.9,16.3,32.1,65.36666667,31.36666667,17.26666667,37.9,34.53333333,49.4,68.1,66.8,78.7,76.5,54.3,53.47962963,2213.619259,53.22,40.37619048,68.8,69.075,
96,29.2,35.8,38.8,121.2,14.4,31.8,67.6,30.6,15.8,42.2,35.26666667,47.86666667,68.8,68.4,72.6,73,53.4,52.37407407,2109.561481,51.09333333,41.15238095,65.9,66.85,
91,28,35,41.5,112.5,12.5,31.5,69.83333333,29.83333333,14.33333333,46.5,36,46.33333333,69.5,70,66.5,69.5,52.5,51.26851852,2005.503704,48.96666667,41.92857143,63,64.625,
86,26.8,34.2,44.2,103.8,10.6,31.2,72.06666667,29.06666667,12.86666667,50.8,36.73333333,44.8,70.2,71.6,60.4,66,51.6,50.16296296,1901.445926,46.84,42.7047619,60.1,62.4,
81,25.6,33.4,46.9,95.1,8.7,30.9,74.3,28.3,11.4,55.1,37.46666667,43.26666667,70.9,73.2,54.3,62.5,50.7,49.05740741,1797.388148,44.71333333,43.48095238,57.2,60.175,
76,24.4,32.6,49.6,86.4,6.8,30.6,76.53333333,27.53333333,9.933333333,59.4,38.2,41.73333333,71.6,74.8,48.2,59,49.8,47.95185185,1693.33037,42.58666667,44.25714286,54.3,57.95,
71,23.2,31.8,52.3,77.7,4.9,30.3,78.76666667,26.76666667,8.466666667,63.7,38.93333333,40.2,72.3,76.4,42.1,55.5,48.9,46.8462963,1589.272593,40.46,45.03333333,51.4,55.725,
66,22,31,55,69,3,30,81,26,7,68,39.66666667,38.66666667,73,78,36,52,48,45.74074074,1485.214815,38.33333333,45.80952381,48.5,53.5,
63.9,22.8,29.5,52.5,69.3,4.3,35.9,82.1,26.4,15.5,65.9,40.13333333,38.23333333,71.5,74.9,36.3,51.7,45.1,45.88703704,1601.362963,40.14666667,46.26190476,46.7,52,
61.8,23.6,28,50,69.6,5.6,41.8,83.2,26.8,24,63.8,40.6,37.8,70,71.8,36.6,51.4,42.2,46.03333333,1717.511111,41.96,46.71428571,44.9,50.5,
59.7,24.4,26.5,47.5,69.9,6.9,47.7,84.3,27.2,32.5,61.7,41.06666667,37.36666667,68.5,68.7,36.9,51.1,39.3,46.17962963,1833.659259,43.77333333,47.16666667,43.1,49,
57.6,25.2,25,45,70.2,8.2,53.6,85.4,27.6,41,59.6,41.53333333,36.93333333,67,65.6,37.2,50.8,36.4,46.32592593,1949.807407,45.58666667,47.61904762,41.3,47.5,
55.5,26,23.5,42.5,70.5,9.5,59.5,86.5,28,49.5,57.5,42,36.5,65.5,62.5,37.5,50.5,33.5,46.47222222,2065.955556,47.4,48.07142857,39.5,46,
53.4,26.8,22,40,70.8,10.8,65.4,87.6,28.4,58,55.4,42.46666667,36.06666667,64,59.4,37.8,50.2,30.6,46.61851852,2182.103704,49.21333333,48.52380952,37.7,44.5,
51.3,27.6,20.5,37.5,71.1,12.1,71.3,88.7,28.8,66.5,53.3,42.93333333,35.63333333,62.5,56.3,38.1,49.9,27.7,46.76481481,2298.251852,51.02666667,48.97619048,35.9,43,
49.2,28.4,19,35,71.4,13.4,77.2,89.8,29.2,75,51.2,43.4,35.2,61,53.2,38.4,49.6,24.8,46.91111111,2414.4,52.84,49.42857143,34.1,41.5,
47.1,29.2,17.5,32.5,71.7,14.7,83.1,90.9,29.6,83.5,49.1,43.86666667,34.76666667,59.5,50.1,38.7,49.3,21.9,47.05740741,2530.548148,54.65333333,49.88095238,32.3,40,
45,30,16,30,72,16,89,92,30,92,47,44.33333333,34.33333333,58,47,39,49,19,47.2037037,2646.696296,56.46666667,50.33333333,30.5,38.5,
44.7,30.6,16.6,27.9,68.7,17,88.7,87.5,30,92,45.2,42.1,39.3,57.3,46.4,41,46.1,20.4,46.75,2614.192,55.42,49.88571429,30.65,38.475,
44.4,31.2,17.2,25.8,65.4,18,88.4,83,30,92,43.4,39.86666667,44.26666667,56.6,45.8,43,43.2,21.8,46.2962963,2581.687704,54.37333333,49.43809524,30.8,38.45,
44.1,31.8,17.8,23.7,62.1,19,88.1,78.5,30,92,41.6,37.63333333,49.23333333,55.9,45.2,45,40.3,23.2,45.84259259,2549.183407,53.32666667,48.99047619,30.95,38.425,
43.8,32.4,18.4,21.6,58.8,20,87.8,74,30,92,39.8,35.4,54.2,55.2,44.6,47,37.4,24.6,45.38888889,2516.679111,52.28,48.54285714,31.1,38.4,
43.5,33,19,19.5,55.5,21,87.5,69.5,30,92,38,33.16666667,59.16666667,54.5,44,49,34.5,26,44.93518519,2484.174815,51.23333333,48.0952381,31.25,38.375,
43.2,33.6,19.6,17.4,52.2,22,87.2,65,30,92,36.2,30.93333333,64.13333333,53.8,43.4,51,31.6,27.4,44.48148148,2451.670519,50.18666667,47.64761905,31.4,38.35,
42.9,34.2,20.2,15.3,48.9,23,86.9,60.5,30,92,34.4,28.7,69.1,53.1,42.8,53,28.7,28.8,44.02777778,2419.166222,49.14,47.2,31.55,38.325,
42.6,34.8,20.8,13.2,45.6,24,86.6,56,30,92,32.6,26.46666667,74.06666667,52.4,42.2,55,25.8,30.2,43.57407407,2386.661926,48.09333333,46.75238095,31.7,38.3,
42.3,35.4,21.4,11.1,42.3,25,86.3,51.5,30,92,30.8,24.23333333,79.03333333,51.7,41.6,57,22.9,31.6,43.12037037,2354.15763,47.04666667,46.3047619,31.85,38.275,
42,36,22,9,39,26,86,47,30,92,29,22,84,51,41,59,20,33,42.66666667,2321.653333,46,45.85714286,32,38.25,
44,34.9,22.6,9.8,37.8,31.6,81.9,48,30.3,87.83333333,29.3,20.23333333,82,53.2,41.5,57.2,19.7,37.1,42.72037037,2208.213926,46.13333333,45.17142857,33.3,38.875,
46,33.8,23.2,10.6,36.6,37.2,77.8,49,30.6,83.66666667,29.6,18.46666667,80,55.4,42,55.4,19.4,41.2,42.77407407,2094.774519,46.26666667,44.48571429,34.6,39.5,
48,32.7,23.8,11.4,35.4,42.8,73.7,50,30.9,79.5,29.9,16.7,78,57.6,42.5,53.6,19.1,45.3,42.82777778,1981.335111,46.4,43.8,35.9,40.125,
50,31.6,24.4,12.2,34.2,48.4,69.6,51,31.2,75.33333333,30.2,14.93333333,76,59.8,43,51.8,18.8,49.4,42.88148148,1867.895704,46.53333333,43.11428571,37.2,40.75,
52,30.5,25,13,33,54,65.5,52,31.5,71.16666667,30.5,13.16666667,74,62,43.5,50,18.5,53.5,42.93518519,1754.456296,46.66666667,42.42857143,38.5,41.375,
54,29.4,25.6,13.8,31.8,59.6,61.4,53,31.8,67,30.8,11.4,72,64.2,44,48.2,18.2,57.6,42.98888889,1641.016889,46.8,41.74285714,39.8,42,
56,28.3,26.2,14.6,30.6,65.2,57.3,54,32.1,62.83333333,31.1,9.633333333,70,66.4,44.5,46.4,17.9,61.7,43.04259259,1527.577481,46.93333333,41.05714286,41.1,42.625,
58,27.2,26.8,15.4,29.4,70.8,53.2,55,32.4,58.66666667,31.4,7.866666667,68,68.6,45,44.6,17.6,65.8,43.0962963,1414.138074,47.06666667,40.37142857,42.4,43.25,
60,26.1,27.4,16.2,28.2,76.4,49.1,56,32.7,54.5,31.7,6.1,66,70.8,45.5,42.8,17.3,69.9,43.15,1300.698667,47.2,39.68571429,43.7,43.875,
62,25,28,17,27,82,45,57,33,50.33333333,32,4.333333333,64,73,46,41,17,74,43.2037037,1187.259259,47.33333333,39,45,44.5,
59.7,28.4,26.4,16.3,28.3,82.5,43.8,55.3,30.6,47,33.93333333,9.433333333,61,75.2,44.5,38.7,17,72.6,42.81481481,1244.709037,48.48666667,38.47619048,43.05,43.2,
57.4,31.8,24.8,15.6,29.6,83,42.6,53.6,28.2,43.66666667,35.86666667,14.53333333,58,77.4,43,36.4,17,71.2,42.42592593,1302.158815,49.64,37.95238095,41.1,41.9,
55.1,35.2,23.2,14.9,30.9,83.5,41.4,51.9,25.8,40.33333333,37.8,19.63333333,55,79.6,41.5,34.1,17,69.8,42.03703704,1359.608593,50.79333333,37.42857143,39.15,40.6,
52.8,38.6,21.6,14.2,32.2,84,40.2,50.2,23.4,37,39.73333333,24.73333333,52,81.8,40,31.8,17,68.4,41.64814815,1417.05837,51.94666667,36.9047619,37.2,39.3,
50.5,42,20,13.5,33.5,84.5,39,48.5,21,33.66666667,41.66666667,29.83333333,49,84,38.5,29.5,17,67,41.25925926,1474.508148,53.1,36.38095238,35.25,38,
